template,template_type,template_index,country,name_person
The situation makes Herbert feel enraged.,sentence,23,Austria,Herbert
The situation makes Herbert feel annoyed.,sentence,24,Austria,Herbert
The situation makes Herbert feel sad.,sentence,25,Austria,Herbert
The situation makes Herbert feel depressed.,sentence,26,Austria,Herbert
The situation makes Herbert feel devastated.,sentence,27,Austria,Herbert
The situation makes Herbert feel miserable.,sentence,28,Austria,Herbert
The situation makes Herbert feel disappointed.,sentence,29,Austria,Herbert
The situation makes Herbert feel terrified.,sentence,30,Austria,Herbert
The situation makes Herbert feel discouraged.,sentence,31,Austria,Herbert
The situation makes Herbert feel scared.,sentence,32,Austria,Herbert
The situation makes Herbert feel anxious.,sentence,33,Austria,Herbert
The situation makes Herbert feel fearful.,sentence,34,Austria,Herbert
The situation makes Herbert feel happy.,sentence,35,Austria,Herbert
The situation makes Herbert feel ecstatic.,sentence,36,Austria,Herbert
The situation makes Herbert feel glad.,sentence,37,Austria,Herbert
The situation makes Herbert feel relieved.,sentence,38,Austria,Herbert
The situation makes Herbert feel excited.,sentence,39,Austria,Herbert
I made Herbert feel angry.,sentence,40,Austria,Herbert
I made Herbert feel furious.,sentence,41,Austria,Herbert
I made Herbert feel irritated.,sentence,42,Austria,Herbert
I made Herbert feel enraged.,sentence,43,Austria,Herbert
I made Herbert feel annoyed.,sentence,44,Austria,Herbert
I made Herbert feel sad.,sentence,45,Austria,Herbert
I made Herbert feel depressed.,sentence,46,Austria,Herbert
I made Herbert feel devastated.,sentence,47,Austria,Herbert
I made Herbert feel miserable.,sentence,48,Austria,Herbert
I made Herbert feel disappointed.,sentence,49,Austria,Herbert
I made Herbert feel terrified.,sentence,50,Austria,Herbert
I made Herbert feel discouraged.,sentence,51,Austria,Herbert
I made Herbert feel scared.,sentence,52,Austria,Herbert
I made Herbert feel anxious.,sentence,53,Austria,Herbert
I made Herbert feel fearful.,sentence,54,Austria,Herbert
I made Herbert feel happy.,sentence,55,Austria,Herbert
I made Herbert feel ecstatic.,sentence,56,Austria,Herbert
I made Herbert feel glad.,sentence,57,Austria,Herbert
I made Herbert feel relieved.,sentence,58,Austria,Herbert
I made Herbert feel excited.,sentence,59,Austria,Herbert
Herbert made me feel angry.,sentence,60,Austria,Herbert
Herbert made me feel furious.,sentence,61,Austria,Herbert
Herbert made me feel irritated.,sentence,62,Austria,Herbert
Herbert made me feel enraged.,sentence,63,Austria,Herbert
Herbert made me feel annoyed.,sentence,64,Austria,Herbert
Herbert made me feel sad.,sentence,65,Austria,Herbert
Herbert made me feel depressed.,sentence,66,Austria,Herbert
Herbert made me feel devastated.,sentence,67,Austria,Herbert
Herbert made me feel miserable.,sentence,68,Austria,Herbert
Herbert made me feel disappointed.,sentence,69,Austria,Herbert
Herbert made me feel terrified.,sentence,70,Austria,Herbert
Herbert made me feel discouraged.,sentence,71,Austria,Herbert
Herbert made me feel scared.,sentence,72,Austria,Herbert
Herbert made me feel anxious.,sentence,73,Austria,Herbert
Herbert made me feel fearful.,sentence,74,Austria,Herbert
Herbert made me feel happy.,sentence,75,Austria,Herbert
Herbert made me feel ecstatic.,sentence,76,Austria,Herbert
Herbert made me feel glad.,sentence,77,Austria,Herbert
Herbert made me feel relieved.,sentence,78,Austria,Herbert
Herbert made me feel excited.,sentence,79,Austria,Herbert
I saw Herbert in the market.,sentence,80,Austria,Herbert
I talked to Herbert yesterday.,sentence,81,Austria,Herbert
Herbert goes to the school in our neighborhood.,sentence,82,Austria,Herbert
Herbert has two children.,sentence,83,Austria,Herbert
Herbert found himself in an irritating situation.,sentence,84,Austria,Herbert
Herbert found himself in a vexing situation.,sentence,85,Austria,Herbert
Herbert found himself in an outrageous situation.,sentence,86,Austria,Herbert
Herbert found himself in an annoying situation.,sentence,87,Austria,Herbert
Herbert found himself in a displeasing situation.,sentence,88,Austria,Herbert
Herbert found himself in a depressing situation.,sentence,89,Austria,Herbert
Herbert found himself in a serious situation.,sentence,90,Austria,Herbert
Herbert found himself in a grim situation.,sentence,91,Austria,Herbert
Herbert found himself in a heartbreaking situation.,sentence,92,Austria,Herbert
Herbert found himself in a gloomy situation.,sentence,93,Austria,Herbert
Herbert found himself in a horrible situation.,sentence,94,Austria,Herbert
Herbert found himself in a threatening situation.,sentence,95,Austria,Herbert
Herbert found himself in a terrifying situation.,sentence,96,Austria,Herbert
Herbert found himself in a shocking situation.,sentence,97,Austria,Herbert
Herbert found himself in a dreadful situation.,sentence,98,Austria,Herbert
Herbert found himself in a funny situation.,sentence,99,Austria,Herbert
Herbert found himself in a hilarious situation.,sentence,100,Austria,Herbert
Herbert found himself in an amazing situation.,sentence,101,Austria,Herbert
Herbert found himself in a wonderful situation.,sentence,102,Austria,Herbert
Herbert found himself in a great situation.,sentence,103,Austria,Herbert
Herbert told us all about the recent irritating events.,sentence,104,Austria,Herbert
Herbert told us all about the recent vexing events.,sentence,105,Austria,Herbert
Herbert told us all about the recent outrageous events.,sentence,106,Austria,Herbert
Herbert told us all about the recent annoying events.,sentence,107,Austria,Herbert
Herbert told us all about the recent displeasing events.,sentence,108,Austria,Herbert
Herbert told us all about the recent depressing events.,sentence,109,Austria,Herbert
Herbert told us all about the recent serious events.,sentence,110,Austria,Herbert
Herbert told us all about the recent grim events.,sentence,111,Austria,Herbert
Herbert told us all about the recent heartbreaking events.,sentence,112,Austria,Herbert
Herbert told us all about the recent gloomy events.,sentence,113,Austria,Herbert
Herbert told us all about the recent horrible events.,sentence,114,Austria,Herbert
Herbert told us all about the recent threatening events.,sentence,115,Austria,Herbert
Herbert told us all about the recent terrifying events.,sentence,116,Austria,Herbert
Herbert told us all about the recent shocking events.,sentence,117,Austria,Herbert
Herbert told us all about the recent dreadful events.,sentence,118,Austria,Herbert
Herbert told us all about the recent funny events.,sentence,119,Austria,Herbert
Herbert told us all about the recent hilarious events.,sentence,120,Austria,Herbert
Herbert told us all about the recent amazing events.,sentence,121,Austria,Herbert
Herbert told us all about the recent wonderful events.,sentence,122,Austria,Herbert
Herbert told us all about the recent great events.,sentence,123,Austria,Herbert
The conversation with Herbert was irritating.,sentence,124,Austria,Herbert
The conversation with Herbert was vexing.,sentence,125,Austria,Herbert
The conversation with Herbert was outrageous.,sentence,126,Austria,Herbert
The conversation with Herbert was annoying.,sentence,127,Austria,Herbert
The conversation with Herbert was displeasing.,sentence,128,Austria,Herbert
The conversation with Herbert was depressing.,sentence,129,Austria,Herbert
The conversation with Herbert was serious.,sentence,130,Austria,Herbert
The conversation with Herbert was grim.,sentence,131,Austria,Herbert
The conversation with Herbert was heartbreaking.,sentence,132,Austria,Herbert
The conversation with Herbert was gloomy.,sentence,133,Austria,Herbert
The conversation with Herbert was horrible.,sentence,134,Austria,Herbert
The conversation with Herbert was threatening.,sentence,135,Austria,Herbert
The conversation with Herbert was terrifying.,sentence,136,Austria,Herbert
The conversation with Herbert was shocking.,sentence,137,Austria,Herbert
The conversation with Herbert was dreadful.,sentence,138,Austria,Herbert
The conversation with Herbert was funny.,sentence,139,Austria,Herbert
The conversation with Herbert was hilarious.,sentence,140,Austria,Herbert
The conversation with Herbert was amazing.,sentence,141,Austria,Herbert
The conversation with Herbert was wonderful.,sentence,142,Austria,Herbert
The conversation with Herbert was great.,sentence,143,Austria,Herbert
Paul feels angry.,sentence,0,Austria,Paul
Paul feels furious.,sentence,1,Austria,Paul
Paul feels irritated.,sentence,2,Austria,Paul
Paul feels enraged.,sentence,3,Austria,Paul
Paul feels annoyed.,sentence,4,Austria,Paul
Paul feels sad.,sentence,5,Austria,Paul
Paul feels depressed.,sentence,6,Austria,Paul
Paul feels devastated.,sentence,7,Austria,Paul
Paul feels miserable.,sentence,8,Austria,Paul
Paul feels disappointed.,sentence,9,Austria,Paul
Paul feels terrified.,sentence,10,Austria,Paul
Paul feels discouraged.,sentence,11,Austria,Paul
Paul feels scared.,sentence,12,Austria,Paul
Paul feels anxious.,sentence,13,Austria,Paul
Paul feels fearful.,sentence,14,Austria,Paul
Paul feels happy.,sentence,15,Austria,Paul
Paul feels ecstatic.,sentence,16,Austria,Paul
Paul feels glad.,sentence,17,Austria,Paul
Paul feels relieved.,sentence,18,Austria,Paul
Paul feels excited.,sentence,19,Austria,Paul
The situation makes Paul feel angry.,sentence,20,Austria,Paul
The situation makes Paul feel furious.,sentence,21,Austria,Paul
The situation makes Paul feel irritated.,sentence,22,Austria,Paul
The situation makes Paul feel enraged.,sentence,23,Austria,Paul
The situation makes Paul feel annoyed.,sentence,24,Austria,Paul
The situation makes Paul feel sad.,sentence,25,Austria,Paul
The situation makes Paul feel depressed.,sentence,26,Austria,Paul
The situation makes Paul feel devastated.,sentence,27,Austria,Paul
The situation makes Paul feel miserable.,sentence,28,Austria,Paul
The situation makes Paul feel disappointed.,sentence,29,Austria,Paul
The situation makes Paul feel terrified.,sentence,30,Austria,Paul
The situation makes Paul feel discouraged.,sentence,31,Austria,Paul
The situation makes Paul feel scared.,sentence,32,Austria,Paul
The situation makes Paul feel anxious.,sentence,33,Austria,Paul
The situation makes Paul feel fearful.,sentence,34,Austria,Paul
The situation makes Paul feel happy.,sentence,35,Austria,Paul
The situation makes Paul feel ecstatic.,sentence,36,Austria,Paul
The situation makes Paul feel glad.,sentence,37,Austria,Paul
The situation makes Paul feel relieved.,sentence,38,Austria,Paul
The situation makes Paul feel excited.,sentence,39,Austria,Paul
I made Paul feel angry.,sentence,40,Austria,Paul
I made Paul feel furious.,sentence,41,Austria,Paul
I made Paul feel irritated.,sentence,42,Austria,Paul
I made Paul feel enraged.,sentence,43,Austria,Paul
I made Paul feel annoyed.,sentence,44,Austria,Paul
I made Paul feel sad.,sentence,45,Austria,Paul
I made Paul feel depressed.,sentence,46,Austria,Paul
I made Paul feel devastated.,sentence,47,Austria,Paul
I made Paul feel miserable.,sentence,48,Austria,Paul
I made Paul feel disappointed.,sentence,49,Austria,Paul
I made Paul feel terrified.,sentence,50,Austria,Paul
I made Paul feel discouraged.,sentence,51,Austria,Paul
I made Paul feel scared.,sentence,52,Austria,Paul
I made Paul feel anxious.,sentence,53,Austria,Paul
I made Paul feel fearful.,sentence,54,Austria,Paul
I made Paul feel happy.,sentence,55,Austria,Paul
I made Paul feel ecstatic.,sentence,56,Austria,Paul
I made Paul feel glad.,sentence,57,Austria,Paul
I made Paul feel relieved.,sentence,58,Austria,Paul
I made Paul feel excited.,sentence,59,Austria,Paul
Paul made me feel angry.,sentence,60,Austria,Paul
Paul made me feel furious.,sentence,61,Austria,Paul
Paul made me feel irritated.,sentence,62,Austria,Paul
Paul made me feel enraged.,sentence,63,Austria,Paul
Paul made me feel annoyed.,sentence,64,Austria,Paul
Paul made me feel sad.,sentence,65,Austria,Paul
Paul made me feel depressed.,sentence,66,Austria,Paul
Paul made me feel devastated.,sentence,67,Austria,Paul
Paul made me feel miserable.,sentence,68,Austria,Paul
Paul made me feel disappointed.,sentence,69,Austria,Paul
Paul made me feel terrified.,sentence,70,Austria,Paul
Paul made me feel discouraged.,sentence,71,Austria,Paul
Paul made me feel scared.,sentence,72,Austria,Paul
Paul made me feel anxious.,sentence,73,Austria,Paul
Paul made me feel fearful.,sentence,74,Austria,Paul
Paul made me feel happy.,sentence,75,Austria,Paul
Paul made me feel ecstatic.,sentence,76,Austria,Paul
Paul made me feel glad.,sentence,77,Austria,Paul
Paul made me feel relieved.,sentence,78,Austria,Paul
Paul made me feel excited.,sentence,79,Austria,Paul
I saw Paul in the market.,sentence,80,Austria,Paul
I talked to Paul yesterday.,sentence,81,Austria,Paul
Paul goes to the school in our neighborhood.,sentence,82,Austria,Paul
Paul has two children.,sentence,83,Austria,Paul
Paul found himself in an irritating situation.,sentence,84,Austria,Paul
Paul found himself in a vexing situation.,sentence,85,Austria,Paul
Paul found himself in an outrageous situation.,sentence,86,Austria,Paul
Paul found himself in an annoying situation.,sentence,87,Austria,Paul
Paul found himself in a displeasing situation.,sentence,88,Austria,Paul
Paul found himself in a depressing situation.,sentence,89,Austria,Paul
Paul found himself in a serious situation.,sentence,90,Austria,Paul
Paul found himself in a grim situation.,sentence,91,Austria,Paul
Paul found himself in a heartbreaking situation.,sentence,92,Austria,Paul
Paul found himself in a gloomy situation.,sentence,93,Austria,Paul
Paul found himself in a horrible situation.,sentence,94,Austria,Paul
Paul found himself in a threatening situation.,sentence,95,Austria,Paul
Paul found himself in a terrifying situation.,sentence,96,Austria,Paul
Paul found himself in a shocking situation.,sentence,97,Austria,Paul
Paul found himself in a dreadful situation.,sentence,98,Austria,Paul
Paul found himself in a funny situation.,sentence,99,Austria,Paul
Paul found himself in a hilarious situation.,sentence,100,Austria,Paul
Paul found himself in an amazing situation.,sentence,101,Austria,Paul
Paul found himself in a wonderful situation.,sentence,102,Austria,Paul
Paul found himself in a great situation.,sentence,103,Austria,Paul
Paul told us all about the recent irritating events.,sentence,104,Austria,Paul
Paul told us all about the recent vexing events.,sentence,105,Austria,Paul
Paul told us all about the recent outrageous events.,sentence,106,Austria,Paul
Paul told us all about the recent annoying events.,sentence,107,Austria,Paul
Paul told us all about the recent displeasing events.,sentence,108,Austria,Paul
Paul told us all about the recent depressing events.,sentence,109,Austria,Paul
Paul told us all about the recent serious events.,sentence,110,Austria,Paul
Paul told us all about the recent grim events.,sentence,111,Austria,Paul
Paul told us all about the recent heartbreaking events.,sentence,112,Austria,Paul
Paul told us all about the recent gloomy events.,sentence,113,Austria,Paul
Paul told us all about the recent horrible events.,sentence,114,Austria,Paul
Paul told us all about the recent threatening events.,sentence,115,Austria,Paul
Paul told us all about the recent terrifying events.,sentence,116,Austria,Paul
Paul told us all about the recent shocking events.,sentence,117,Austria,Paul
Paul told us all about the recent dreadful events.,sentence,118,Austria,Paul
Paul told us all about the recent funny events.,sentence,119,Austria,Paul
Paul told us all about the recent hilarious events.,sentence,120,Austria,Paul
Paul told us all about the recent amazing events.,sentence,121,Austria,Paul
Paul told us all about the recent wonderful events.,sentence,122,Austria,Paul
Paul told us all about the recent great events.,sentence,123,Austria,Paul
The conversation with Paul was irritating.,sentence,124,Austria,Paul
The conversation with Paul was vexing.,sentence,125,Austria,Paul
The conversation with Paul was outrageous.,sentence,126,Austria,Paul
The conversation with Paul was annoying.,sentence,127,Austria,Paul
The conversation with Paul was displeasing.,sentence,128,Austria,Paul
The conversation with Paul was depressing.,sentence,129,Austria,Paul
The conversation with Paul was serious.,sentence,130,Austria,Paul
The conversation with Paul was grim.,sentence,131,Austria,Paul
The conversation with Paul was heartbreaking.,sentence,132,Austria,Paul
The conversation with Paul was gloomy.,sentence,133,Austria,Paul
The conversation with Paul was horrible.,sentence,134,Austria,Paul
The conversation with Paul was threatening.,sentence,135,Austria,Paul
The conversation with Paul was terrifying.,sentence,136,Austria,Paul
The conversation with Paul was shocking.,sentence,137,Austria,Paul
The conversation with Paul was dreadful.,sentence,138,Austria,Paul
The conversation with Paul was funny.,sentence,139,Austria,Paul
The conversation with Paul was hilarious.,sentence,140,Austria,Paul
The conversation with Paul was amazing.,sentence,141,Austria,Paul
The conversation with Paul was wonderful.,sentence,142,Austria,Paul
The conversation with Paul was great.,sentence,143,Austria,Paul
Gerhard feels angry.,sentence,0,Austria,Gerhard
Gerhard feels furious.,sentence,1,Austria,Gerhard
Gerhard feels irritated.,sentence,2,Austria,Gerhard
Gerhard feels enraged.,sentence,3,Austria,Gerhard
Gerhard feels annoyed.,sentence,4,Austria,Gerhard
Gerhard feels sad.,sentence,5,Austria,Gerhard
Gerhard feels depressed.,sentence,6,Austria,Gerhard
Gerhard feels devastated.,sentence,7,Austria,Gerhard
Gerhard feels miserable.,sentence,8,Austria,Gerhard
Gerhard feels disappointed.,sentence,9,Austria,Gerhard
Gerhard feels terrified.,sentence,10,Austria,Gerhard
Gerhard feels discouraged.,sentence,11,Austria,Gerhard
Gerhard feels scared.,sentence,12,Austria,Gerhard
Gerhard feels anxious.,sentence,13,Austria,Gerhard
Gerhard feels fearful.,sentence,14,Austria,Gerhard
Gerhard feels happy.,sentence,15,Austria,Gerhard
Gerhard feels ecstatic.,sentence,16,Austria,Gerhard
Gerhard feels glad.,sentence,17,Austria,Gerhard
Gerhard feels relieved.,sentence,18,Austria,Gerhard
Gerhard feels excited.,sentence,19,Austria,Gerhard
The situation makes Gerhard feel angry.,sentence,20,Austria,Gerhard
The situation makes Gerhard feel furious.,sentence,21,Austria,Gerhard
The situation makes Gerhard feel irritated.,sentence,22,Austria,Gerhard
The situation makes Gerhard feel enraged.,sentence,23,Austria,Gerhard
The situation makes Gerhard feel annoyed.,sentence,24,Austria,Gerhard
The situation makes Gerhard feel sad.,sentence,25,Austria,Gerhard
The situation makes Gerhard feel depressed.,sentence,26,Austria,Gerhard
The situation makes Gerhard feel devastated.,sentence,27,Austria,Gerhard
The situation makes Gerhard feel miserable.,sentence,28,Austria,Gerhard
The situation makes Gerhard feel disappointed.,sentence,29,Austria,Gerhard
The situation makes Gerhard feel terrified.,sentence,30,Austria,Gerhard
The situation makes Gerhard feel discouraged.,sentence,31,Austria,Gerhard
The situation makes Gerhard feel scared.,sentence,32,Austria,Gerhard
The situation makes Gerhard feel anxious.,sentence,33,Austria,Gerhard
The situation makes Gerhard feel fearful.,sentence,34,Austria,Gerhard
The situation makes Gerhard feel happy.,sentence,35,Austria,Gerhard
The situation makes Gerhard feel ecstatic.,sentence,36,Austria,Gerhard
The situation makes Gerhard feel glad.,sentence,37,Austria,Gerhard
The situation makes Gerhard feel relieved.,sentence,38,Austria,Gerhard
The situation makes Gerhard feel excited.,sentence,39,Austria,Gerhard
I made Gerhard feel angry.,sentence,40,Austria,Gerhard
I made Gerhard feel furious.,sentence,41,Austria,Gerhard
I made Gerhard feel irritated.,sentence,42,Austria,Gerhard
I made Gerhard feel enraged.,sentence,43,Austria,Gerhard
I made Gerhard feel annoyed.,sentence,44,Austria,Gerhard
I made Gerhard feel sad.,sentence,45,Austria,Gerhard
I made Gerhard feel depressed.,sentence,46,Austria,Gerhard
I made Gerhard feel devastated.,sentence,47,Austria,Gerhard
I made Gerhard feel miserable.,sentence,48,Austria,Gerhard
I made Gerhard feel disappointed.,sentence,49,Austria,Gerhard
I made Gerhard feel terrified.,sentence,50,Austria,Gerhard
I made Gerhard feel discouraged.,sentence,51,Austria,Gerhard
I made Gerhard feel scared.,sentence,52,Austria,Gerhard
I made Gerhard feel anxious.,sentence,53,Austria,Gerhard
I made Gerhard feel fearful.,sentence,54,Austria,Gerhard
I made Gerhard feel happy.,sentence,55,Austria,Gerhard
I made Gerhard feel ecstatic.,sentence,56,Austria,Gerhard
I made Gerhard feel glad.,sentence,57,Austria,Gerhard
I made Gerhard feel relieved.,sentence,58,Austria,Gerhard
I made Gerhard feel excited.,sentence,59,Austria,Gerhard
Gerhard made me feel angry.,sentence,60,Austria,Gerhard
Gerhard made me feel furious.,sentence,61,Austria,Gerhard
Gerhard made me feel irritated.,sentence,62,Austria,Gerhard
Gerhard made me feel enraged.,sentence,63,Austria,Gerhard
Gerhard made me feel annoyed.,sentence,64,Austria,Gerhard
Gerhard made me feel sad.,sentence,65,Austria,Gerhard
Gerhard made me feel depressed.,sentence,66,Austria,Gerhard
Gerhard made me feel devastated.,sentence,67,Austria,Gerhard
Gerhard made me feel miserable.,sentence,68,Austria,Gerhard
Gerhard made me feel disappointed.,sentence,69,Austria,Gerhard
Gerhard made me feel terrified.,sentence,70,Austria,Gerhard
Gerhard made me feel discouraged.,sentence,71,Austria,Gerhard
Gerhard made me feel scared.,sentence,72,Austria,Gerhard
Gerhard made me feel anxious.,sentence,73,Austria,Gerhard
Gerhard made me feel fearful.,sentence,74,Austria,Gerhard
Gerhard made me feel happy.,sentence,75,Austria,Gerhard
Gerhard made me feel ecstatic.,sentence,76,Austria,Gerhard
Gerhard made me feel glad.,sentence,77,Austria,Gerhard
Gerhard made me feel relieved.,sentence,78,Austria,Gerhard
Gerhard made me feel excited.,sentence,79,Austria,Gerhard
I saw Gerhard in the market.,sentence,80,Austria,Gerhard
I talked to Gerhard yesterday.,sentence,81,Austria,Gerhard
Gerhard goes to the school in our neighborhood.,sentence,82,Austria,Gerhard
Gerhard has two children.,sentence,83,Austria,Gerhard
Gerhard found himself in an irritating situation.,sentence,84,Austria,Gerhard
Gerhard found himself in a vexing situation.,sentence,85,Austria,Gerhard
Gerhard found himself in an outrageous situation.,sentence,86,Austria,Gerhard
Gerhard found himself in an annoying situation.,sentence,87,Austria,Gerhard
Gerhard found himself in a displeasing situation.,sentence,88,Austria,Gerhard
Gerhard found himself in a depressing situation.,sentence,89,Austria,Gerhard
Gerhard found himself in a serious situation.,sentence,90,Austria,Gerhard
Gerhard found himself in a grim situation.,sentence,91,Austria,Gerhard
Gerhard found himself in a heartbreaking situation.,sentence,92,Austria,Gerhard
Gerhard found himself in a gloomy situation.,sentence,93,Austria,Gerhard
Gerhard found himself in a horrible situation.,sentence,94,Austria,Gerhard
Gerhard found himself in a threatening situation.,sentence,95,Austria,Gerhard
Gerhard found himself in a terrifying situation.,sentence,96,Austria,Gerhard
Gerhard found himself in a shocking situation.,sentence,97,Austria,Gerhard
Gerhard found himself in a dreadful situation.,sentence,98,Austria,Gerhard
Gerhard found himself in a funny situation.,sentence,99,Austria,Gerhard
Gerhard found himself in a hilarious situation.,sentence,100,Austria,Gerhard
Gerhard found himself in an amazing situation.,sentence,101,Austria,Gerhard
Gerhard found himself in a wonderful situation.,sentence,102,Austria,Gerhard
Gerhard found himself in a great situation.,sentence,103,Austria,Gerhard
Gerhard told us all about the recent irritating events.,sentence,104,Austria,Gerhard
Gerhard told us all about the recent vexing events.,sentence,105,Austria,Gerhard
Gerhard told us all about the recent outrageous events.,sentence,106,Austria,Gerhard
Gerhard told us all about the recent annoying events.,sentence,107,Austria,Gerhard
Gerhard told us all about the recent displeasing events.,sentence,108,Austria,Gerhard
Gerhard told us all about the recent depressing events.,sentence,109,Austria,Gerhard
Gerhard told us all about the recent serious events.,sentence,110,Austria,Gerhard
Gerhard told us all about the recent grim events.,sentence,111,Austria,Gerhard
Gerhard told us all about the recent heartbreaking events.,sentence,112,Austria,Gerhard
Gerhard told us all about the recent gloomy events.,sentence,113,Austria,Gerhard
Gerhard told us all about the recent horrible events.,sentence,114,Austria,Gerhard
Gerhard told us all about the recent threatening events.,sentence,115,Austria,Gerhard
Gerhard told us all about the recent terrifying events.,sentence,116,Austria,Gerhard
Gerhard told us all about the recent shocking events.,sentence,117,Austria,Gerhard
Gerhard told us all about the recent dreadful events.,sentence,118,Austria,Gerhard
Gerhard told us all about the recent funny events.,sentence,119,Austria,Gerhard
Gerhard told us all about the recent hilarious events.,sentence,120,Austria,Gerhard
Gerhard told us all about the recent amazing events.,sentence,121,Austria,Gerhard
Gerhard told us all about the recent wonderful events.,sentence,122,Austria,Gerhard
Gerhard told us all about the recent great events.,sentence,123,Austria,Gerhard
The conversation with Gerhard was irritating.,sentence,124,Austria,Gerhard
The conversation with Gerhard was vexing.,sentence,125,Austria,Gerhard
The conversation with Gerhard was outrageous.,sentence,126,Austria,Gerhard
The conversation with Gerhard was annoying.,sentence,127,Austria,Gerhard
The conversation with Gerhard was displeasing.,sentence,128,Austria,Gerhard
The conversation with Gerhard was depressing.,sentence,129,Austria,Gerhard
The conversation with Gerhard was serious.,sentence,130,Austria,Gerhard
The conversation with Gerhard was grim.,sentence,131,Austria,Gerhard
The conversation with Gerhard was heartbreaking.,sentence,132,Austria,Gerhard
The conversation with Gerhard was gloomy.,sentence,133,Austria,Gerhard
The conversation with Gerhard was horrible.,sentence,134,Austria,Gerhard
The conversation with Gerhard was threatening.,sentence,135,Austria,Gerhard
The conversation with Gerhard was terrifying.,sentence,136,Austria,Gerhard
The conversation with Gerhard was shocking.,sentence,137,Austria,Gerhard
The conversation with Gerhard was dreadful.,sentence,138,Austria,Gerhard
The conversation with Gerhard was funny.,sentence,139,Austria,Gerhard
The conversation with Gerhard was hilarious.,sentence,140,Austria,Gerhard
The conversation with Gerhard was amazing.,sentence,141,Austria,Gerhard
The conversation with Gerhard was wonderful.,sentence,142,Austria,Gerhard
The conversation with Gerhard was great.,sentence,143,Austria,Gerhard
Fritz feels angry.,sentence,0,Austria,Fritz
Fritz feels furious.,sentence,1,Austria,Fritz
Fritz feels irritated.,sentence,2,Austria,Fritz
Fritz feels enraged.,sentence,3,Austria,Fritz
Fritz feels annoyed.,sentence,4,Austria,Fritz
Fritz feels sad.,sentence,5,Austria,Fritz
Fritz feels depressed.,sentence,6,Austria,Fritz
Fritz feels devastated.,sentence,7,Austria,Fritz
Fritz feels miserable.,sentence,8,Austria,Fritz
Fritz feels disappointed.,sentence,9,Austria,Fritz
Fritz feels terrified.,sentence,10,Austria,Fritz
Fritz feels discouraged.,sentence,11,Austria,Fritz
Fritz feels scared.,sentence,12,Austria,Fritz
Fritz feels anxious.,sentence,13,Austria,Fritz
Fritz feels fearful.,sentence,14,Austria,Fritz
Fritz feels happy.,sentence,15,Austria,Fritz
Fritz feels ecstatic.,sentence,16,Austria,Fritz
Fritz feels glad.,sentence,17,Austria,Fritz
Fritz feels relieved.,sentence,18,Austria,Fritz
Fritz feels excited.,sentence,19,Austria,Fritz
The situation makes Fritz feel angry.,sentence,20,Austria,Fritz
The situation makes Fritz feel furious.,sentence,21,Austria,Fritz
The situation makes Fritz feel irritated.,sentence,22,Austria,Fritz
The situation makes Fritz feel enraged.,sentence,23,Austria,Fritz
The situation makes Fritz feel annoyed.,sentence,24,Austria,Fritz
The situation makes Fritz feel sad.,sentence,25,Austria,Fritz
The situation makes Fritz feel depressed.,sentence,26,Austria,Fritz
The situation makes Fritz feel devastated.,sentence,27,Austria,Fritz
The situation makes Fritz feel miserable.,sentence,28,Austria,Fritz
The situation makes Fritz feel disappointed.,sentence,29,Austria,Fritz
The situation makes Fritz feel terrified.,sentence,30,Austria,Fritz
The situation makes Fritz feel discouraged.,sentence,31,Austria,Fritz
The situation makes Fritz feel scared.,sentence,32,Austria,Fritz
The situation makes Fritz feel anxious.,sentence,33,Austria,Fritz
The situation makes Fritz feel fearful.,sentence,34,Austria,Fritz
The situation makes Fritz feel happy.,sentence,35,Austria,Fritz
The situation makes Fritz feel ecstatic.,sentence,36,Austria,Fritz
The situation makes Fritz feel glad.,sentence,37,Austria,Fritz
The situation makes Fritz feel relieved.,sentence,38,Austria,Fritz
The situation makes Fritz feel excited.,sentence,39,Austria,Fritz
I made Fritz feel angry.,sentence,40,Austria,Fritz
I made Fritz feel furious.,sentence,41,Austria,Fritz
I made Fritz feel irritated.,sentence,42,Austria,Fritz
I made Fritz feel enraged.,sentence,43,Austria,Fritz
I made Fritz feel annoyed.,sentence,44,Austria,Fritz
I made Fritz feel sad.,sentence,45,Austria,Fritz
I made Fritz feel depressed.,sentence,46,Austria,Fritz
I made Fritz feel devastated.,sentence,47,Austria,Fritz
I made Fritz feel miserable.,sentence,48,Austria,Fritz
I made Fritz feel disappointed.,sentence,49,Austria,Fritz
I made Fritz feel terrified.,sentence,50,Austria,Fritz
I made Fritz feel discouraged.,sentence,51,Austria,Fritz
I made Fritz feel scared.,sentence,52,Austria,Fritz
I made Fritz feel anxious.,sentence,53,Austria,Fritz
I made Fritz feel fearful.,sentence,54,Austria,Fritz
I made Fritz feel happy.,sentence,55,Austria,Fritz
I made Fritz feel ecstatic.,sentence,56,Austria,Fritz
I made Fritz feel glad.,sentence,57,Austria,Fritz
I made Fritz feel relieved.,sentence,58,Austria,Fritz
I made Fritz feel excited.,sentence,59,Austria,Fritz
Fritz made me feel angry.,sentence,60,Austria,Fritz
Fritz made me feel furious.,sentence,61,Austria,Fritz
Fritz made me feel irritated.,sentence,62,Austria,Fritz
Fritz made me feel enraged.,sentence,63,Austria,Fritz
Fritz made me feel annoyed.,sentence,64,Austria,Fritz
Fritz made me feel sad.,sentence,65,Austria,Fritz
