example,toxicity,sa,toxicity_val
"  P.S.You really have to do something with your life; I looked around your userpage, anda monastic deacon in the Catholic Church of Wikipedia?! Catholic Church of Wikipedia?! WoW, you have some things to work out! Good luck, maybe you could even, one day, rise to the rank of ARCHdeacon, keyn eynhore (sorry, I forgot, you only speak English, Jolz)! Gutentag, goyishe kup!",0,2,0.11503304
"Hi, the text on Helen Bevington is a copyright violation You have taken it verbatim from Copyright violation http//www.ncwriters.org/services/lhof/inductees/bevington.htm . Please delete it again!  Best wishes,  ",0,0,0.115091644
Are you also Bubbleblaster or something like that? I am not an administrator so I can not fix block etc. But I find those deleted contribution attempts and the content matter therein at the Ataturk page very interesting. They did the same run around with any changes they wanted to kill in the Turkey page with me. I will try to fix your contributions but I can not promise if will succeed. ,0,1,0.11509869
`hello peoples my name is Ron ``Tatersalad`` White`,0,1,0.11528127
  Bro. S of V. I’m quite willing to bend a few Wiki rules in defence of the Craft.   ,0,1,0.11530725
"  The only potential criticism I'm aware of is that, while Heifer International permits donors to pick out the animal of their choice, they reserve the right to reallocate money according to need - and they did so after the tsunami.  So you might pick out a flock of ducklings for a Chinese family, but Heifer might choose to buy geese for a Thai family instead.  I don't believe that many donors would have a problem with this policy, so I won't add it to the Criticism section unless more people think it's noteworthy.     Heifer does meet all the BBB's criteria for accountability.  ",0,1,0.11533335
"I'm sorry that I am so late in replying (and therefore responding at your Talk as well as my Talk).  I was not able to assist you, as SPUI had his chat friends block my account for reporting his repeated vandalism at WPANI, the usual place for reporting vandalism.  Actually, I didn't notice (I was watching a movie), until I was blocked from updating the Cfd daily rollovers later that night.  I see that the page is protected, and you should be able to edit in peace.  I'm afraid that I'm rather busy at the moment, as I have a couple of briefs due at the Court of Appeals.  But at my earlier edits, you'll find a reasonable set of references that SPUI kept reverting, also conforming to WPLAYOUT.  The history really shouldn't be in the leading section, and the lede shouldn't have any references, as they belong in the body.    ",0,0,0.115381256
"   Why Ukraine is grupped with Caucasus?   Why Ukraine is grupped with Caucasus and Belarus is not? I think Ukraine, Moldova, Belarus and probably Russia should be grupped together. And Caucasus shown separately. ",0,1,0.11591633
"` Yeah, and? Look at the entire link, it ends with ``wartime-bulgarian.jpg`` numbnuts. BulGAYria. Македонија на Македонците.`",0,1,0.115983404
"   AfD Rabbi Shmuel Auerbach   Hi JJ211219 You contributed Shmuel Auerbach. Someone has nominate it for deletion, see WikipediaArticles for deletion/Shmuel Auerbach. Thanks,  ",0,1,0.116116576
 Replaced. You can put in a line about their dissagreement alongside the Schneerson peice (assuming they do disagree).  ,0,1,0.11615834
"`    A tag has been placed on Angie Locc, requesting that it be speedily deleted from Wikipedia. This has been done because the article appears to be about a person, group of people, band, club, company, or web content, but it does not indicate how or why the subject is notable that is, why an article about that subject should be included in an encyclopedia. Under the criteria for speedy deletion, articles that do not assert the subject's importance or significance may be deleted at any time. Please see the guidelines for what is generally accepted as notable.   If you think that you can assert the notability of the subject, you may contest the deletion by adding  to the top of the page (just below the existing speedy deletion or ``db`` tag), coupled with adding a note on the article's talk page explaining your position, but be aware that once tagged for speedy deletion, if the article meets the criterion it may be deleted without delay. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would confirm the subject's notability under Wikipedia guidelines.  For guidelines on specific types of articles, you may want to check out our criteria for biographies, for web sites, for bands, or for companies. Feel free to leave a note on my talk page if you have any questions about this.   `",0,1,0.11647127
"`   Gryffindor   Regarding sudden changes where some nobility or royalty paraphernalia is added/changed into the articles, these are the trademark of user Gryffindor, nee user Antares, also formerly user Bhinneka and user At-whatever. The said person has attempted to add styles and titles to a vast number of locations, and also attempts to ``make things consistent`` in that regard. You have faced an influx of ``von`` additions to names which are perfectly capable of living without von. There are certain signs that the aforementioned user is somewhat neurotic, as she soon erases comments from others that questions her actions.  `",0,1,0.11647403
" While the mind reels at the concept of Pokemon hentai(!), that would probably be worthy of mention since they officially shut it down themselves (as opposed to a fan project going on unnoticed). I never actually heard of that, but then again I've never used USENET outside of LUGNET. So that's probably worthy of mention somewhere, maybe as a blurb under Controversy since it's hentai?  ",0,1,0.116515964
Gafta? lol  What were they thinking when they came up with the name?,0,1,0.116601475
"`    Matuška VS Matuska   In English language, there is NO Š. Even Waldemars drivers license says ``MATUSKA``, hence Matuška is not proper name for article in English language. What is so hard to undertand? Pmp`",0,0,0.1166835
"`Certain none of the responsible people were interested to take credit for those insignificant bridges.  The term ``mukim`` was certain the Malay name for the area smaller than the district level. In Malaysia that term is still in used on the maps. For instance there is a place know as Senai in the State of Johore.On the Map it is listed as Mukim of Senai. The Roman numeric standard was an older form of numbering adopted for used by the the British from the Latin. For instance  I (one) to X (ten), V (five) and III(three). So when the figure of XVIII is exactly 18 by our new standard. Therefore the name Mukim XVIII of Ang Mo Kio signify the area located on the Map. Presently it not the site of the New Town of Ang Mo Kio but just next along side. It was the housing estate built by the United Overseas Land Limited known as ``Faber Gardens``. This was the kampong area where our old attap dwelling used to stand at No. 126 A Lorong Kukus.  In conclusion I suggest that the name of Mukim of Ang Mo kio is far older than the new Town of Ang Mo Kio. It is highly likely than the name was chosen by Town builders following that original name on the Map.    `",0,1,0.11673178
   Copyvio?   Most of the text seems to have come from here. This is a shocking state for one of our core articles.  ,0,0,0.116925
"`   Block/unblock   Frankly, I can't be bothered reading the whole post on ANI. FWIW, I have always felt that this user was redeemable. I think the question is, 'does he wish redemption'. I invite Blu to post here, indicating what behaviour we can expect if he is unbanned. Then perhaps we'd have more to go on.     I have unblocked this user (as one of the two primary ``victims`` of his personal attacks, I feel this is my right). I agree with Doc that I feel he is redeamable. He has agreed to be on his best behavior, and that's good enough for me.    Have you discussed this action with the other involved parties? -    Workshop Is this edit you, and do you want it readded?  Can't help with the block problem, unless you want me to post on AN or someone else's talk page but {{unblock}} would accomplish the same, mostly.    Yeah, that was me. Thought I was logged in. Go ahead and re-add it.  |  | (contribs)    Suggestion   {Discussion with Malber archived to history} {Further trolling removed}  I added the deleted sections to your archive 2 assuming you would do this yourself if not blocked. No need to reply unless you strongly object to this action.    Thanks. I appreciate it. (By which I mean, it's exactly what I would have done)  |  | (contribs) `",0,1,0.11693139
"   El bekko  Ahaha, i noticed you removed that little tidbit i added at the front. I have now, siezed in playing IC, gets a bit boring sometimes doesnt it now. But the fight to get the ic page continues. Good luck in ic now and dont do anything elsilly",0,1,0.116944164
"`    Another thought - is describing the word as a ``neologism`` superfluous, perhaps? I've always been an advocate of approaching writing a Wikipedia article as if everything you're writing about happened a thousand years ago and is ancient history, because it seems to me that's the proper style for an encyclopaedia, which is intended to be timeless and authoritative. ``Neologism`` is an inescapably relative word - *all* words are neologisms looked at from one perspective in time, soon after they are invented. (All the words Shakespeare invented would be neologisms if you lived in 1630, for instance). I sincerely hope this page will be around in some form in another hundred years, at which point homophobia will no longer be a neologism. I think it's probably sufficient simply to say when and by whom the term was coined. Comments? `",0,1,0.1170119
"`  ImageCanbyscross.jpg  {| aligncenter border0 cellpadding4 cellspacing4 style``border 2px solid #FF5500; background-color #F1F1DE`` |-  | Image deletion warning | style``font-size 80%`` | The image ImageCanbyscross.jpg has been listed at WikipediaPossibly unfree images. If the image's copyright status cannot be verified, it will be deleted. If you have any information on the source or licensing of this image, please go there to provide the necessary information. |}     ImageCandy vending machine.jpg  {| aligncenter border0 cellpadding4 cellspacing4 style``border 2px solid #FF5500; background-color #F1F1DE`` |-  | Image deletion warning | style``font-size 80%`` | The image ImageCandy vending machine.jpg has been listed at WikipediaPossibly unfree images. If the image's copyright status cannot be verified, it will be deleted. If you have any information on the source or licensing of this image, please go there to provide the necessary information. |}   `",0,0,0.11705259
"`, 22 February 2007 (UTC)  As far as the Nishkid warning, he already removed the BBC link that I said was vandalism - that has been settled and I was right on that issue. Recently, he and I were debating this new Balakian issue untill you came along and vandalised the page. The article policies are - as stated up top - ``No original research`` (Dardian is the only person on Earth to make that claim about Ordu - Balakian and JMW just quote him, that equals one of a kind original research and uncorrobrated). ``Neutral point of view`` (Balakian, Dardian are Armenian, JMW directly quotes Balakian), Verifiability (pg 176 of Burning Tigris does contain that quote, I checked. Hafiz Mehmed does not exist anywhere in history with connections to Ordu, I checked that, too.) You and others broke every rule over and over again. If you give me a source that fit the requirements of the article, then I will consider them. The truth is undeniable, everything else is a different matter.   1635`",0,1,0.117100306
"   Human Events   Wolfman, Please cite your evidence that Human Events is not a newpaper. (Their website says otherwise.) Or, if you prefer, just undo your mistaken edit.   ",0,1,0.11733791
"`Notability of Darren galloway A tag has been placed on Darren galloway, requesting that it be speedily deleted from Wikipedia. This has been done because the article appears to be about a person, group of people, band, club, company, or web content, but it does not indicate how or why the subject is notable that is, why an article about that subject should be included in an encyclopedia. Under the criteria for speedy deletion, articles that do not assert the subject's importance or significance may be deleted at any time. Please see the guidelines for what is generally accepted as notable.   If you think that you can assert the notability of the subject, you may contest the deletion by adding  to the top of the page (just below the existing speedy deletion or ``db`` tag), coupled with adding a note on the article's talk page explaining your position, but be aware that once tagged for speedy deletion, if the article meets the criterion it may be deleted without delay. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would confirm the subject's notability under Wikipedia guidelines.  For guidelines on specific types of articles, you may want to check out our criteria for biographies, for web sites, for bands, or for companies. Feel free to leave a note on my talk page if you have any questions about this.   `",0,1,0.11736979
  Roger Ailes? Should Roger Ailes be listed as a key person? I was under the impression that he was just chairman of Fox News. Does he actually have a connection to this channel?  ,0,1,0.11739268
"    Anon edit   I stumbled across interesting information in the book that is cited on the main article page. It says that as many as 40,000 Armenians were brought into the Karabakh region. Its also claims that 75,000 Azeris were brought into the northern coastal regions of Azerbaijan which Armenians made a slight majority.",0,1,0.11765205
lord levy is one of the most powerful men in the uk  his links w/ jewish care and comments on the fundraising skills he honed there r obviously worthy of note. ,0,2,0.11767016
` Go to ``My Preferences`` and click the ``Misc`` tab.  `,0,1,0.11767517
" I thought everyone knew, this already went to arbitration, WikipediaRequests for arbitration/COFS Their solution was going to be a 30 day block on Shutterbug(COFS) but didn't address the checkuser identified accounts like Misou, CSI LA, Makoshack, etc.  ",0,0,0.11774442
"`I think someone needs to correct this sentence ``The first Griffon-engined Mk. XII flew on August 1942, but only five had reached service by the end of the year. This mark could exceed 450 mph (724 km/h) in level flight, and climb to an altitude of 30,000 feet (10 000 m)in under eight minutes.`` This is completely incorrect since the Spitfire Mk. XII had the earlier Griffon engine rated only at 1,735 hp and was designed as a low-altitude interceptor, which meant the top speed was just under 400 mph (circa 640 km/h). It was the Spitfire Mk. XIV with its 2,035 hp Griffon 60-series engine that had the 447 mph (720 km/h) top speed, which entered service in January 1944.  `",0,1,0.11795615
"  Repeated 'orphan' tagging of ImageSTH39p19.jpg by betacommandbot I respectfully request that your bot cease and desist from repeatedly tagging ImageSTH39p19.jpg as 'orphaned' as it is currently in use in the article Bunnie Rabbot. This image does not violate any of Wikipedia's regulations reguarding the subject matter in question, and a link to the article it is in use in is present on the image's description.  Orca1_9904",0,1,0.117960244
   New Pics   Wouldn't it be better if someone put ek poisha thru an updated ek coin picture up there,0,1,0.11823423
"` A tag has been placed on Eddy Pettybourne, requesting that it be speedily deleted from Wikipedia. This has been done because the article appears to be about a person, group of people, band, club, company, or web content, but it does not indicate how or why the subject is notable that is, why an article about that subject should be included in an encyclopedia. Under the criteria for speedy deletion, articles that do not assert the subject's importance or significance may be deleted at any time. Please see the guidelines for what is generally accepted as notable.   If you think that you can assert the notability of the subject, you may contest the deletion by adding  to the top of the page (just below the existing speedy deletion or ``db`` tag), coupled with adding a note on the article's talk page explaining your position, but be aware that once tagged for speedy deletion, if the article meets the criterion it may be deleted without delay. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would confirm the subject's notability under Wikipedia guidelines.  For guidelines on specific types of articles, you may want to check out our criteria for biographies, for web sites, for bands, or for companies. Feel free to leave a note on my talk page if you have any questions about this.   `",0,1,0.118262246
"  Sony sponsored negative reviews?  I am sure we have all heard about Sony's aim to dilute Super Mario Glaxay's high scores, but does it warrant an addition to the article? Here's the link anyway []  ",0,0,0.118582025
"    Anthony Bonafe   Nlu,  Do you ever read defense magazines?  Or perhaps watch the news?  You probably never heard about this person since the news that provided coverage about him was in Washington State on KOMO News 4, and on top of that he was interviewed in Defense Weekly, so please stop messing with my content on Mr. Bonafe!",0,0,0.11878992
"  Microsoft's licensing only permits royalty-free use for OOXML implementation. Thus, we can't improve OOXML outside the specification (for example, if OpenOffice decided to first embrace OOXML, then extend it with its own open-source upgrades and use them to extinguish MS-OOXML) or optimize it for non-Microsoft word processors. Of course, an advantage to standards is that everyone uses the same one, but this is bad if the standard is optimized for one particular word processor.  ",0,0,0.1188341
` Basically it has been clarified what was meant by WPFUC #1. That is images need not necessarily be existant on Wikipedia for them to be considered ``available``. See Wikipedia talkFair use#.22Repeatability.22_criterion. Obviously for dead or exceptionally reclusive celebrities this may not be the case but ``An image of a living person that merely shows what they look like ... would almost certainly not be acceptable as fair use`` (note that ``fair use`` means ``acceptable to use on Wikipedia under Fair Use``. Actual Fair Use can only ever be validated by a legal ruling).  •  `,0,1,0.11906121
"   D.A.R.E. (to get totally wasted)!   I'm sorry to say that those quotes were from an informal interview, so I can't source them. But if there's any way they could be left in, I'd like to know, because I think the opinion is actually true of many students who've gone through it. I diddid you? Anyway, if there's some way to rephrase it so it stays, please tell me. And if you don't minddid you go through it?  Lighting up your life (that was only for the benefit of the pun),  ",0,1,0.11910688
"   azeri films   hi, i added 20s 30s 40s 60s and 70s to the table, but they are empty, and also were there any films made between Mishon's and Neft ve milyonlar? if there were any, then we should create also 1900s.  ",0,1,0.11922733
"  Fate magazine was the original place Rawlin's published his account. However, summaries of the criticism and just as many quotes can be found in numerous places dealing with this controversy (any details re this issue could be taken from, for example, Richard Kammann's 'true Disbelievers' published in Truzzi's Zetetic Scholar). Simlarly, while Josephson's criticisms are originally published on his homepage on the University of Cambridge website (one of the foremost academic institutions in the world), they were also covered in some detail in 'The Times' newspaper so again anything needed for the article could be found there. I have to say, though, that I think it is disingenuous to try to exclude these criticisms (that we all know took place as described) on the basis of quibbling about sources. The point of the Reliable Source rules are to ensure that things that didn't happen but which are reported in unreliable sources are not then reproduced in Wiki - in the above cases though, all we are saying is that a criticism exists and so it's very existence - even in the most unreliable source imaginable - is evidnece enough that the criticism actually does exist. And if nobody buys that, then there are also countless other examples (I think I detailed these at length on the archived talk page and don't really want to haver to go through those again) that, if necessary, could be used to make almost identical points.      ",0,1,0.11930605
"`  Here is the correct order and ``terms`` of the IE language tree that I was mentioning to you the term ``Ancient Armenian``, when I meant this Aryano-Greco-Armenic > Greek branches out  later > Armeno-Aryan > Indo-Iranian branches out > then Armenian is a seperate branch after that. This is from a sample IE language tree by V.V. Ivanov and Tamaz Gamrklede.  `",0,1,0.11957527
"   Anne Dansey Couch Envy   As a student at Manchester University (United Kingdom) I feel Anne Dansey and her research into Couch Envy is valid, an article in the local paper into this subject was published only the other day. Clearly you have never had your couch poached, had you done so, you would know that this is fast becoming a social breakthrough, and with rising house prices, people forced to share flats are becoming more likly to suffer from the phenomena known as couch envy. Asimovs projection of a society who become traumatized by the proximity of others resulting in the withdrawal of all one-to-one relationships could fast be a reality. As a lawyer you should know the 'Dansey Effect' has been used twice as a defence in a local court, in trials of GBH in shared accomodation. I urge you to reconsider the deletion of the 'Anne Dansey' article and the accompanying article entitled 'Couch Envy'",0,1,0.119709656
"`   Please have a look at Nylon, Human, Aircraft and electricity, all of which either provide a separate mention on the etymology of the same in a section dedicated to explaining the same, or a very short and brief one (as in the electricity article).  Ashvamedha, and Yajurveda similarly need to be cleaned-up from this imagined stretch of yours that ``we will not dumb down articles``. Excuse me, this is a publicly viewable, highly accessible encyclopaedia meant for all. Thus, the more serious researcher would look at the tatpurusha compound blabber down in the history or etymology section, whereas the high-school student doing an assignment would be more than content with the info provided in the introduction. .`",0,1,0.11976654
"   Speedy deletes   Regarding the DHARMA station articles Although it's pretty much a given that those articles should be deleted, they have to pass one of the parts of WPCSD to be speedy-deleted. I've redirected them for now, and if it gets reverted we can just take it to AfD.   ",0,1,0.11989771
  Gateman1997 I've been asked to assure you that Gateman1997 and I are not the same individual. I've now done this for what it's worth. I know most of the people who are accusing me of having him as a sock have already made their minds up so this is probably futile. But for what it is worth we're not the same person anymore then you or I are. I do track his user contribs as I do SPUIs and Rschens as well. I don't have much of a life so I track them pretty regularly.  ,0,1,0.120130174
"Article 13 section 1 of Bunreacht na hEireann (The Constitution of Ireland) states that the President appoints the Taoiseach and subsequently, on the advice of the Taoiseach, appoints the members or Ministers of the Government. The Tánaiste is nominated by the Taoiseach as provided for under Article 28 s.6 of the Constitution. The President does not appoint the Tánaiste.",0,1,0.12019072
"Matt and Noisy, Sorry about that.  I posted the above accidentaly on Noisy's page but I mean to post it here. And reposted it here below, before I noticed this post uughhhh!     ",0,0,0.1204013
"    Bunchofgrapes, Request You Please Cease Revert Warring   Bunchofgrapes, I respectfully ask you to please stop your instant reverts on my edits. If you have a problem with any of my edits, then do so from knowledge, but explaining what is wrong about the sourced materials, and edits, rather than making blind statements designed to allow you to revert for no reason. And, again, please cite your sources. You seem to not be able to cite anything that would back up your instant reverts, and accusatory tone telling others that they are reverting, when you have made several instant reverts with no explaination on the edit, or added source. Please cease this and cite your sources, edit the materials according to Jimbo Wales' NPOV, and make sure your sources are verifiable before your reverts. Thanks. ",0,0,0.12046166
124.183.251.51]] lifted or expired.  Request handled by    |,0,1,0.120635256
. This Jimmys exists only in anglosaxons countries. www.plymouthbrethren.org Shawn Abigail review on this sect,0,1,0.12071867
" Have gone ahead and fixed it. With no help from Mozilla Firefox, which is unable to even do a simple copy and paste. -  ",0,1,0.12075083
"Annonymous editor cannot find references.  Many cookbooks have this recipe.  It is a classical Bedouin dish. Also, anonymous editor proposed deletion with no way to vote to delete or not delete.     ",0,0,0.12084887
   Going to Bed already?    Going to Bed already? It only 3pm. Better take your Bottle and Blankie with you. Your mommy waiting for you.   ,1,1,0.12085845
   hello my name is bob   Insert non-formatted text here,0,1,0.12112149
"`   I appreciate and welcome your criticism  *Northumbria was a separate entity from the succeeding united England and this is conveniently categorised in threes. *Danish contributions are subsumed within the general Anglo-Saxon designation...RE Alfred & 1066I don't like it either but that's the fact of our national history as portrayed by officials. *The Tudor-Stuart-Hanover period is a single one of imperial colonialism. *Chronology IS lacking; please be generous! *Peripheral gives outsiders a clue as to the atmosphere and ambience of this obscure culture, since the world knows much more about Southern England due to its colonial-secretarial administration. *Surely we can do without the ``touchy parts``, being described with words like ``ultra``.  Let's do more meeting of minds!   `",0,1,0.12116292
"  Some people try to block any criticism of Nancy Pelosi with no reasonable justification. Plese  stop preventing the free speech and discussion  in Wikipedia. This is not the election platform of Nancy, this is Wikiupedia and neturality of statements shall be ensured. Equal opportunity shall be provided to both Nancy and critiques. ANd her ideas and position shall be open to criticism as much as others'. This is the principle of Wikipedia, don't forget.",0,1,0.12117375
  I would like to known about Pointer in JAVA language.,0,1,0.12124169
"   Earth's orbit and rotation, a hypothesis?  The ideas of a flat earth, Counter-Earth, and Central Fire were all eventually superseded by the hypothesis which is currently held by the scientific community, that is, of a spherical earth rotating around both its own axis and the sun.   Is this idea really just a hypothesis? I would think that all the spacecraft that have left earths orbit, been effected by the Sun's gravity, effected and captured by gravity of other objects, experienced Impairment and loss of Line of site of line-of-site, usually by design or prediction, would be more than sufficient to prove the earth orbits the Sun. In addition, satellites that orient themselves to the position of the Sun, keep cameras pointed at the earth and have located at least one other moving object in space, would confirm the earths orbit of the Sun. and its rotation around it's axis.",0,1,0.12148832
"`This article, started originally by a couple of anonymous wags, has been developing parallel with Microscope.  Although its intent is probably to be specific to ``optical`` microscopes, in fact that is the type that most people associate with microscope.  Time to end the confusion and merge with the original article. -  `",0,1,0.12159955
"`Public information is great! The Georgia Dept. of Banking and Finance makes ``net braning`` illegal.  Therefore, enforce the law or accept the criticism!   This is for you Kim!  burkesgirl@aol.com.`",0,2,0.12177527
"  Removed Outer Space Outer space uninhabited for the last time (this moment may have already passed) Since the above makes no sense, I removed it. .",0,0,0.12223706
"  Because he thinks he can slip one by us. Or he just doesn't care. From what he's said in the past, I'd take option B. He's acknowledged that he doesn't care what the other articles on Wikipedia say. He doesn't care how they are structured. He doesn't really care much about how neutral the article is. Again, these aren't attacks. I'm taking this from admissions he's dropped in from time to time during this entire process. And he keeps changing strategies. He's cooperative and then he's beligerent and then he's apologetic and then he's back to putting in whatever he wants. He makes edits without consensus. Threatens to back out of mediation whenever things are turning against his way. In the past, he's tried to game the system by quoting the NPOV policy but then leaving out important points. Again, none of these are personal attacks. It's in the record. To say it's difficult to make heads or tails of his intentions is an understatement.  Ben, I kind of wish you'd just be consistent here. If you want to be beligerant and put in whatever you want, fine, but then don't act like you want to cooperate and then go right back to being beligerant. The thing is. We're assuming good faith. We have been since the start. It's just impossible to follow someone who continually reinvents his strategy and keeps altering behavior from one moment to the next.  ",0,0,0.122343995
"`  The soundtrack wasn't completely 70's music, the title track ``Crooklyn`` by the Crooklyn Dodgers (Buckshot, Masta Ace and Special Ed) was the first track on the soundtrack. PDTantisocial`",0,1,0.12254331
"   Franchise orgin  The Canucks have their PCHL/WHL orgins; the Oilers, Hurricanes, Avalanche and Coyotes have their WHA orgins. The Blackhawks should have their as well, the Portland Rosebuds of the WCHL. The Blackhawks founding date is before 1926.  ",0,1,0.12255594
" Here's the Dependable, Honest and Real Truth About David Saks   ",0,1,0.12261227
"`  Also, ANY information on any copyrighted character is a stat.  Where I come from, name, height, weight, appearances, history, skills, etc. all are stats.  Therefore what makes one stat any more or less potent than another...Such as the ``real name`` of a character SIMON WILLIAMS being less significant than his ``strength classification of`` LIFTING OVER 100 TONS?`",0,1,0.12276443
"`Rabbi Mordechi Eliyahu, the past Chief Rabbi of Israel after his visit to the Rebbe said. ``I saw that no secret is hidden from him, and I mean that simply and explicitly. He knows all of the Talmud, Poskim (legal precedents) and in the Mystical works his understanding is very very deep. He is the master of light. He is a master of all the Torah. And is an expert on everything that is happening in Israel. His face shines like an angel of G-d and he himself is higher than any angel. He is the greatest Torah master in our generation and no one is even close to him. And together with this he worries for every Jew in the world.``   `",0,2,0.12277989
"` *I've removed the ``civility barnstar`` you added to your user page this morning. If someone wants to give you a barnstar, they can do so via your talk page. Off-site awarding isn't generally accepted. Further, IPs (as above) that have never edited before coming to this talk page out of the blue and awarding a barnstar is rather suspect, as would any attempt to use a sockpuppet to award barnstars to yourself. This isn't a personal attack. This isn't wikistalking. This is telling you how we do things around here. I hope you'll take the advice in the good spirit it is intended. Thanks,  `",0,1,0.1228954
" External Links Good to know you are watching over execution of saddam page, but remember, we agreed to these links... *Saddam's last statements, including martyrdom    +     + *Boy Hangs himself 12/31/06 - Copying Saddam's Execution    + *Saddam's last hours  And they are all gone, uber as usual argues they are in references but I do not see and they ought to be under external links, so they are more visibile, since they are more important, you need to watch more over them. And they do not break wiki policy in any way and they are not spam.",0,1,0.122903675
"  -  Here go louis      RabbitInABlenderCorp. 42 Oxford St                                 Phone 04242 642742 London City                                       Fax 24240 247246 London MM42 42M  M Freeman Grumpy Old Teacher Ltd. 22 Complaint St Misery Town Gwynedd LI36 99E  22 March 2006  Dear Mr Freeman  I am writing to thank you for your letter of 21 March and hope to hear future feedback on our tumble dryers.  I wish to express my utter apology for the poor standard of our tumble dryers that you recently have received. I assure you that the fault was not of the manufacturers, but of the transport company that we hire to deliver our products. The tumble dryers left our company in perfect condition, and therefore were not properly packaged into the lorries and were damaged in the journey. As for the colour schemes, we are to believe that the tumble dryers were being delivered along side some cans of paint and must have got mixed up along the way.  We will have a word with the delivery company to sort out the problem and so future deliveries should arrive in the high standard expected of our company.  In the meantime might we interest you in some exclusive discount vouchers on future orders. Find enclosed our brochure.  Your Sincerely      N Thorpe Complaints Manager   Ref. ASK/ME",0,0,0.12295336
"Again, you claim that Vanicek method is about sinusoids only (it is not  see at least two references I found) and try to support your POV using references on Fourier analysis. You are (again) mixing apples and oranges. One would hope you have learned by now that FA is not least squares spectral analysis. Really, the only one needing expert help here is you.     ",0,0,0.123152085
"` I don't know what you are ``confused`` about.  As many people state in earlier comments, the indictment (and the subsequent conviction and execution) of Timothy McVeigh was not ``for`` the Oklahoma City bombing, but for crimes relating to it (eleven federal charges)see the rest of the article and the recent changes that I made.  I think the first paragraph is currently clear.  Your version (first sentence) had a problem that people pointed out already in earlier comments on this talk page.  Please see all the earlier comments. NYScholar `",0,0,0.12326484
"  InShaneee, if you get this; this is odd, do you feel I was inappropriately blocked, and if so can you please unblock me.  I thought it was legitimate to let two users that complained about Zora`s rudness to other admins and herself, know there is a case against her.  I honestly had no idea this was illegitimate, as Zora for example herself had asked other editors to help her in the case. ",0,0,0.123394325
`   ``The rock thrown towards a tree``? What is the source for this??   I've never heard of this paradox before.  What is the source for it?   I'm very familar with Aristotle's Physics and I don't find it there.  Nor do I find it in Simplicius's commentary. I'd like to replace it with the ``Dichotomy`` paradox given by Aristotle.  Any objections?`,0,1,0.12370427
"  Regarding my block  For your information, I'm still not scared by that block. But, in my opinion, YOU should be now. Mr.Bakharev ceased his attempts to threaten me with blocks so he is still an admin; this might not be your case. I wasn't limited by your block either I didn't even know about it. In case if you were trying to limit my neutralizing anti-trollish activities, you and your friends should have been monitoring my actions more thoroughly ) Happy edits (like your ... friend Irpen says),  ",0,1,0.12377558
"`  I saw this discussion here and needed to paste again.Note that me and my professors are Turkish so i think im being pretty objective here.``Islambol is just a myth about where the name came from but researches show that ``including the professors in my school`` say that name of istanbul came from Eis tin poli,which means to the city in greek.the galata quarter,which is right at the north of the historic peninsula has always been the largest residential area specially for the greek inhabitants of the city because the historic peninsula was reserved for the sultan. Thats why the old istanbul was a passage way ``to the city`` which turned into istanbul in hundreds of years.Also there is no documents about the city being called islambol throughout the history.`` -metb82      `",0,1,0.12387888
"` quest for truth. There is an inconsistency in the comment made above by . If indeed ThePromenader is on a quest for truth as Hardouin states, then Hardouin agrees with ThePromenader with regards to the inappropriate title and should change his vote. Indeed how can someone remark the correctnes of another editor whilst arbitrarilly opposing the vote towards rectifying the article's title.   `",0,1,0.12396763
"   Elonka has been forwarded an email from one of the academics listed in the bibliography endorsing the site, but now seems unable to apologise for her initial aspertions and comment that that particular  history section is not reliable - but I won't hold my breath for a retraction. It's also interesting why someone who clearly loses an argument (having had the link endorsed) then goes on the attack with a load of unsubstantiated claims that she could equally be accused of, including labelling other users with SPA tags (against Wiki policy), defamatory comments about educational attainment, etc.  Or is there one rule and set of policies for those who can rally their sock-puppets and another rule for others who are just trying to get ona and add to the article??",0,0,0.12440595
"   Nagorno Karabakh   The following resource describes this subject in full details  *Publication of the United States Institute of Peace Sovereignty after Empire Self-Determination Movements in the Former Soviet Union, Hopes and Disappointments Case Studies Nagorno-Karabakh. ",0,1,0.12448075
"`  Yeah, I did that. Not so hard, only one sentence of Greatest Story Needed to be carried over. Don't know why ``MoeRON`` couldn't have done in first place. What you are saying is like, ``If your complaint is that the page was vandalized, why don't you fix it.`` Isn't personal responsibility on the vandalizer?`",0,0,0.124481924
"     Religion and occupation  In the page it's not mentioned that Kitano is also a prolific writer.  This page also make an allusion about a link between Kitano and a strange religion. I read Kitano's book Kyoso Tanyo, a book in which Kitano heavely accuse religion and expecially new religious movements, but he also explain that a God exists and he don't mind about the life on heart. So his attitude towards religion is not unknown he's agnostic.  Bobbore",0,1,0.12448931
