example,toxicity,sa,toxicity_val
@littlemisslewis Oh No! Sorry to hear this Bethan. We've passed this on to our customer service team to get this sorted for you asap,0,1,0.050938703
RT @SaleemudDinAA: In these testing times we should pray for protection from only Allah & He is our only protector & lord. No one can stop …,0,2,0.074139155
29 i want u too dat#YAMAHAFZFI-#YamahaFZFI,0,1,0.11589435
@ClarisseConnor OMG you are so sweet!,0,2,0.025812272
Work with us! We are recruiting an Events Co-ordinator to be part of our Development team http://t.co/wJNA0mb9sM @leedsjob @Leedsjobstoday,0,2,0.028739482
It's so hard for people to do the right thing,0,0,0.14173673
RT @5SOS: Our bus is 100% rock n roll http://t.co/myEPu4czVd,0,2,0.1248133
"RT @usweekly: Watch a news reporter from Alaska quit her job on live TV to focus on marijuana reform (!): ""F--k it, I quit."" http://t.co/e5…",0,0,0.38032895
"RT @Prof_Scorpius: Kelompok untuk tugas. Kelas tetap individu. And well, welcome to Potion Class. /make my cloak more neatly/",0,2,0.09101262
Police are appealing for witnesses following a road rage incident on the A15 near Humber Bridge http://t.co/ZrphMcZHrg,0,1,0.15240891
didnt even eat breakfast this morning smh,0,0,0.38790226
"To let go is to be thankful for the experiences that made you laugh, made you cry, and made you grow.",0,2,0.052129168
thanks for the treat nay :),0,2,0.077933446
"Closed Sell 1.3 Lots EURUSD 1.28501 for +3.0 pips, total for today +95.2 pips #forex #fxcbr #cashback #profit",0,1,0.116281234
@BASEDringo sounds like u,0,1,0.10035633
RT @BlvckGangsta: -Make Your Parents Proud.,0,2,0.0649547
So much important schoolwork going on and can't focus on any of it.,0,0,0.13617125
"RT @InvestSensibly: @mortgageconsult Pam, thanks for following",0,2,0.028961057
....why am i craving for a mcgangbang :(((((,0,0,0.3015668
Vaccine injury only has to happen once. Then everything changes. #hearthiswell,0,1,0.13077557
RT @Bigga_Vel05: Cuffin season/ Draft season as started 🙇💭,0,1,0.08825922
God bless us tom! 🙏,0,2,0.047558166
"#JBwordtips @JerryBrownPR @douglasgriess The NFL can correct its original mistake: Players should have talent AND be mensches, too!",0,1,0.14274645
@EsethuHasane isn't about degree most its about wisdom u have and impact u do to you're people,0,1,0.07238759
RT @Fox1Don: Your best information source for #weightloss... http://t.co/IxIAu8O2bi,0,2,0.04150871
"@rosstmiller he was 10 in July, last year of elementary school, its terrifying!  On the plus side, he is turning into a comic book fanatic!",0,0,0.3136548
RT @YourTenderSmile: When I'm with you I forget about all my problems. One more week together and I'll completely forget what this word mea…,0,2,0.07944578
Bred for the racetrack yet destined to be driven every day.  My review of the all-new '15 @BMWUSA #M4 http://t.co/ChvyTxy15y,0,1,0.051308703
Garden greenery with waterfall http://t.co/b9mnRxFs6v,0,1,0.09363146
NEVER BECAUSE I'M ALWAYS TOO BROKE FOR ANYTHING SOBS,0,0,0.34884405
Who got some Pv & Gramlin tickets?,0,1,0.11677838
"RT FOR A DM TO CAMERON DALLAS AND NASH GRIER   MUST BE FOLLOWING ME (IM CHECKING)  I FOLLOW BACK JUST ASK! http://t.co/0dY5NuC4rn""",0,1,0.059358377
Just finished framing 3 pieces for the NAC Open Studios this Saturday.,0,1,0.08179999
RT @metro977fm: @phynofino - Oringo on #TheDropSpot with @RexxUberfresh and @IfeAjagbe now... http://t.co/2smV4v2drG #MetroBeachFiesta2014,0,1,0.05524218
"RT @PFF_Sam: Man has Joe Haden had a rough start to the year. Giving up a passer rating of 155.3, worst in the league",0,0,0.17412776
can I go back to bed noww 😩😭,0,0,0.24030343
@clou_h good question….a rail-thing?,0,1,0.109498985
"If we knew what it was we were doing, it would not be called research, would it?",0,1,0.070947245
@Rpoli6 @DaltonTodd20 and your sister🙋,0,2,0.049196906
"As soon as I wake up, I find this lil one in my bed headboard. He wasn't there when I went to sleep 😂 http://t.co/IOQ6geJMNA",0,1,0.2763908
@daniel_p_egan @JDinRI @springsteen it's too bad that we don't live in the southern hemisphere where today is the 1st official day of spring,0,0,0.0740447
Very often your #business will take you into new #paths that you never expected to be on http://t.co/rOWw8AtXXY  #economics #income #wealth,0,1,0.05225693
"RT @cnnbrk: U.S. strikes against Khorasan in Syria, separate from ISIS, came amid imminent threat to West, source says. http://t.co/4DKzjB2…",0,1,0.12539978
RT @Yellow_Skittle: God didn't create us to come and take a tour on earth or just add to the number #moretolife,0,1,0.05307123
"Wedding Spot raises $3M to disrupt weddings — and, soon, all events yeaa!",0,2,0.08276392
reasons to date me: - i will talk to you about dinosaurs until you hate the very thought of them and me - wait where are you going,0,0,0.39103994
RT @WhichGirlCrush: WHO WANTS A FOLLOW BACK?,0,1,0.04079135
RT @MOULANAARIF: Half the problems in the world would end if a person seeks clarity before deciding on what he heard or observed.,0,0,0.08732131
Speaking of school ppl I should probably go see them gdbye have good days in heLL,0,2,0.12732944
@sirK88 LMFAOOOOO HIS FACE THO?!,0,1,0.26240852
The way Sehun looks at Luhan makes HunHan fans go crazy... you can just see how much he cares for lulu,0,2,0.36803585
@ZbBlik correction its a mini Friday :),0,2,0.054705236
"RT @ciarancannon: Let's give all of our young ppl a genuine voice in how we design their learning environments. Their input is critical, we…",0,2,0.039643887
I wanted to wear my Scottish outfit for heritage today but  Can you imagine a kilt on a motorbike? I would... http://t.co/wqWqv6U3Rm,0,1,0.11165296
"RT @GHTCoalition: Mark Dybul @GlobalFund: ""Many innovations have come from Africa...donors must innovate in how we support this work."" #inv…",0,2,0.037371736
What an amazing speech from @EmWatson #HeForShe How the world should be.,0,2,0.048805557
"Successfully summoned ""Regular summon""！ http://t.co/fXReftTdKy #Valkyrie Crusade",0,2,0.056281712
Did I tell you people that I have dreads?,0,1,0.20463187
Good Life // One Republic,0,1,0.1417497
How I wanna be rn http://t.co/R3wGZcyTL2,0,1,0.23608029
@annaohfosho Couldn't be more true. Kinda sad actually aha,0,0,0.15046324
RT @StateGabby: I'm the girl of your nightmares.,0,1,0.120389506
All Night (Cash Cash Radio Edit) by Icona Pop — https://t.co/ijaqUDsGSG,0,1,0.17073032
All you can do is pray for them.,0,1,0.05236667
"@MMfoodanddrink Hi just sent you an urgent email, can you get back to me ASAP please 😳",0,1,0.04022345
"These cold, dark mornings make it even harder to get out of bed!",0,0,0.22008535
RT @carmenkiew: Paint me like one of your french girls. http://t.co/9zHgASRJex,0,1,0.1506928
"Pretty Incredible - m4w http://t.co/Qw1FMZk76q 1. love word of the day: February 14, 2011 nature's way of tricking people into reproducing",0,2,0.099060796
Why singapore why are you so bad at nearly everything but business,0,0,0.36725572
Outline of naval base appears in China desert http://t.co/E7N8m8cf1U,0,1,0.16988511
I just wanna see @Iansomerhalder  😍 he's my baby,0,2,0.052765533
am on the fence for Gotham. need a few more episodes to decide haha @qyuhn,0,1,0.15832071
RT @HankQuotes: Ugh. Sounds like #Austin.,0,0,0.15357438
"iOS 8 Adoption At 46% After Five Days, Says Apple http://t.co/sKgTu66Pju",0,2,0.07240382
"""Giants Causeway-The Legend of Finn McCool Video!"" By @richardbangs http://t.co/P8Gu1GwIUT #travel #Ireland",0,1,0.054520924
@Hariz_Danialll birth date .,0,1,0.09107317
why do I have so many notifs 😂 http://t.co/WJPWPkSeo2,0,0,0.2141615
Single is <3 #Kawalan ./.,0,1,0.12032266
RT @1Dliveupdates: Liam trying to sign a guitar backstage at iHeart with his broken hand aw hahahahah http://t.co/bWDfathlw9,0,1,0.1958247
RT @Michael5SOS: met Hotchner from criminal minds omg http://t.co/fW9veuy5Ln,0,1,0.18814303
RT @realmadriden: Ready for Elche! #RealMadridELC #HalaMadrid http://t.co/FnGchGqSpB,0,1,0.050178386
RT @MixedRaceAkh: Allah didn’t bring you this far to leave you. Just have faith and be patient.,0,1,0.08336161
@SamuelYPL  you're amazing ! I'm watching YouTube video's of BBRAVE... I wish i could see you in real life but i live in Servie..,0,2,0.04463608
10 Talented Actors Without a Single Oscar to Their Name... http://t.co/Ebx7bXfGi3,0,1,0.165563
RT @Luke5SOS: Slushie machines never have the right flavours,0,0,0.15495719
@Mantra_Ray @ampereHope rhaeme doesn't even know what i said :),0,1,0.11042
"@Badarce1 @Zak_Bagans thank you, and he has a huge one two, your sweet",0,2,0.037772298
I Have half the mind to Download every Gucci Mixtape he dropped from 06 - 09. #LaFlare,0,1,0.16733935
"RT @danielpunkass: ""It’s just a flesh wound!"" Carry on, carry on.",0,1,0.20900032
My dear now no longer means to you :'(,0,0,0.07612033
Maybe girls are so Emotional but they always have their own reason.  Yeaa. =)) ^__^,0,1,0.16054477
@kamaraja0014 thanks kamaraj good aidea,0,2,0.05984746
I really can't sleep😩😩,0,0,0.33244663
Viewsy pitching at #JLAB http://t.co/uaRQq67mYc,0,1,0.14951587
Registered @CSRHUBerlin and looking forward to meet professionals/scientists working on the connection of #csr and #innovation.,0,2,0.050696913
“@Drrake: Girls be like... 😂👏 http://t.co/HvhIjCqb0M”bruh. 💀💀,0,0,0.23173
White Paper: The Evolving Opportunities of Social Media http://t.co/6jPsbYpBdL,0,1,0.0923648
"RT @Joon_blaq: Handsome♥♥♥♥♥ RT ""@BangMir: 0010110 http://t.co/iEircPdiMj""",0,2,0.04047485
"If happy little blue birds fly beyond the rainbow...  Why, why can't I?",0,1,0.096670635
"The more days, the more distant....",0,1,0.21834148
@Makehette ITS DEFINITELY NOT YOUR SENSE OF HUMOR THAT'S ATTRACTIVE 😎,0,0,0.34334594
Day 2 let's go.  #buddhistnun,0,1,0.085943036
RT @AmalHanano: Bombing ISIS without at least bombing Assad's air force is striking the symptom and not the disease. What many Syrians are …,0,0,0.26131746
"@ciaafrique I agree. It's Vintage, sexy, chic and just...GOOD! Lol.",0,2,0.22610797
Happy birthday to my fav👲💛🍚 @Loren_Halili,0,2,0.0312317
"""It's hard to comprehend if you ain't felt the feeling"" #DearAmerica",0,0,0.0986925
Turning winery waste into biofuels http://t.co/AHGRnfbFRA,0,1,0.33436134
"RT @TheREALAishaMAC: MY MOM ISNT RICH BUT IVE NEVER NOT HAD FOOD IN MY MOUTH, CLOTHES ON MY BACK, AND SHOES ON MY FEET. IM BLESSED & THANKF…",0,2,0.20816024
booked for Christmas holidayssss! The time of the year na hindi ako mapakali once booked! hahaha! way too early lang this time 😝😂❤️,0,2,0.06825432
RT @_WARNEM: @45Crimzaveli 👊👊 love gg,0,2,0.03544467
"""Sometimes you have to forgive and forget. Forgive them for hurting you and forget that they exist.""",0,1,0.1356801
Rudy in Ansonia Ohio favors Get Wom Leads - 03  >> Small businesses,0,1,0.07964733
“@killaa__kammm: now if somebody could text me”,0,1,0.11138177
I LOVE HER ANYWAY,0,2,0.101956345
@micnews @DeptofDefense hmmmm.... Guess those Haliburton missiles were too much of a bargin.,0,0,0.32877883
RT @nikole_kathryn: My phones at 50% and I won't have time to charge it after school..😒,0,0,0.19519295
@SamLittleMix @StayStrongMixer i was thinking the same today :(,0,0,0.06783233
RT @JimmyChooLtd: Watch the film behind the #JimmyChoo MAN fragrance starring British #GOT actor #KitHarington at http://t.co/foertNB7DV,0,1,0.06227898
RT @goal_intl: Uefa opens proceedings against CSKA and Roma http://t.co/hT8OfOUlVj,0,1,0.073827185
@5SOSFollowAlarm ur very pretty and I like how u used disconnect lyrics lol,0,2,0.056554165
Cause me and alley scheduled to watch a play later,0,1,0.13586508
"RT @SiyandaWrites: ""One big mistake whites made was overestimation of importance of tolerance. There's a big difference between tolerance &…",0,0,0.14831816
Just a little something @ Nassau Village http://t.co/VpA5e7joPJ,0,1,0.059940208
2103 The Fall of America #audiobook http://t.co/OTdMKIhea4 #aga3 #indieauthor,0,1,0.067536525
#downtrendcom Delusional John Kerry Thinks Threat Of Climate Change Equal To ISIS: Liberals are sometimes more... http://t.co/L14aeUqwvJ,0,0,0.31136322
First email for #24HourMusical sent! Not sure if I'm more excited or scared. #MD,0,2,0.06970939
All Models and Video vixens Contact Me if They Want to be in @wault300 and @DmvBobbyJ Video Sunday serious inquiries Only.we All going eat 💯,0,1,0.085356764
School needs to end already,0,0,0.23508587
If we all paid like $50 per year to a variety of services the internet would probably be a lot better http://t.co/6FtZFDZ3cD,0,1,0.14476106
"So, I'm using this opportunity to ask all my followers & supporters to get involved & do your bit for help the talented",0,2,0.040647503
"@PPlautze: ""@CougarLoversUK: RETWEET if you love #Cougars http://t.co/yXBY5htJ9r""hübsch",0,2,0.040459357
Rif Dimashq Province: The regime forces Bombarded areas in the orchards of al Keswe town and areas in the town of... http://t.co/S0jiYltvSn,0,0,0.20385823
RT @TandridgeBeat: #stolen #dog 23/09/2014 at aprox 14:00 from Blindley Heath.any info that could help contact #police 101 ref P14276027 ht…,0,1,0.1115715
Forget those who forget you:):),0,2,0.08201349
@kamiyahsworld_ alright then 😂,0,1,0.057617843
"""Unless you choose to do great things with it, it makes no difference how much power you have  - Oprah""",0,1,0.07041566
@Yfm @YfmFans @ZamaDube please play me #PikiPiki by @Zola7_SA ft @Maggz_ZA & @ZakweSA,0,1,0.058804207
ppl: Sometimes u just don't always defending justin. Beliebers be like:  #EMABiggestFanJustinBieber http://t.co/RxGolg2qiJ,0,1,0.063928194
"RT @DisneyPixar: ""I never look back, darling. It distracts from the now."" http://t.co/gZ4YxJ6qvy",0,1,0.053955145
@JBlunt93 Preciate it Fam,0,2,0.056515124
"RT @barenakedfoods: Ooh, fun with fruit!! via Innocent drinks :) http://t.co/9u2ckQO2K6",0,2,0.056733932
Manage and Measure Your Campaigns Start-To-Finish With Hootsuite Campaigns http://t.co/0zA9e0bZXJ,0,1,0.04395015
"RT @qikipedia: Looking at pictures of cute, baby animals makes people work faster and more carefully http://t.co/OQAUPXjHAa",0,2,0.051450845
RT @Michael5SOS: Jetlag makes me sad,0,0,0.21658951
RT @dinahjane97: Simply because I love you ❤️,0,2,0.022910006
Little more than an overnight stay #downunder #ogio #monsterjamworld #monsterlife #roadtrip… http://t.co/sbU7zLswiw,0,1,0.08059964
"RT @JNJGlobalHealth: Mentorship, support, opportunities to innovate are important to grow & sustain health workforce. #HealthWorkersCount h…",0,2,0.041604772
*sleepy hollow shows up on dash* me: i dont know what that is,0,0,0.25663838
RT @LeoDiCaprio: Solving the #climate crisis is not a question of politics. It is our moral obligation for the #100percent: http://t.co/eSY…,0,1,0.07793601
RT @WhiteBoyLaz: First we lost double then we got rich,0,1,0.2049707
"Dear @Harry_Styles i hope one day I can find a better way to tell you how much you mean to me. PLEASE follow me. i love  you 🌸🙈 x94,452",0,2,0.023446307
@tinyy_thomsonn @FionaMalcolmxo @beckymclafferty I'm so excited😂😂,0,2,0.03671902
@xTop_Notch yes yall do or I'll cry lol.,0,1,0.16218737
RT @dailyteenwords: A true friend who understands your troubles is far more valuable than a hundred friends who only show up for your succe…,0,2,0.08050506
*laptop ng battery ko* my bro so funny lol ^^,0,2,0.35900918
Air wrap bumpers are a hit! First time I've put her down in her cot and she's not screamed and has slept!!,0,2,0.15339299
Study shows a conscientious partner enhances work-life balance among other career-related and personal benefits.... http://t.co/gVAt1U5bIY,0,2,0.0584336
@SinaMeraji always a pleasure,0,2,0.03736665
@DaniMazin yes my precious one💛.,0,2,0.028158873
TaeTiSeo pose for The Celebrity http://t.co/BWyTRcWvbF,0,1,0.14884897
RT @Caspar_Lee: Breakfast is important. It's all about breaking that fast. http://t.co/vuFcVR3MRC,0,1,0.049788065
"@taylorcaniff Taylor, come to Brazil. You can live in my neighborhood. Haha love you. Te amo !!! 20",0,2,0.05179376
idc I'm listening to Christmas music and you can't stop me.,0,2,0.12055172
We Play: Patrick Hagenaar Ft. AMPM - L.O.V.E. (You Give The) (Ghosts Of Venice Remix) Listen to me-> http://t.co/lezkeOiVVe,0,1,0.08675478
RT @IamBigDiamond: @ZEIKONE_BCM NEW VIDEO!! Big Diamond - Back To Me (Official Video): http://t.co/VgJObTlQx3,0,1,0.041396208
Happy birthday to @mimsilicious xx mwahh xxx,0,2,0.051411066
@DevilishGrace There is a reason they are so far away from the camera.,0,1,0.063044265
"@Laposkii @one4biki @Jebba11 LOL, be nice to ladies",0,2,0.13591471
RT @waglenikhil: Coal chargesheet: flip-flop by CBI chief as Devendra Darda came visiting http://t.co/UNqCHRd43W via @sharethis,0,1,0.08164266
"RT @MattAkersten: Remember when our government aimed to make Australia kinder, smarter, cleaner? #LifeBeforeAbbott #auspol",0,1,0.08823137
I just moved up to level 48 in #CSRRacing for iOS! You should check it out for FREE! http://t.co/VIgMQ8aGvc,0,2,0.048237335
@a_a_a_w_w_w_bot ( `◟ 、)yeah...( `◟ 、)yeah...( `◟ 、)yeah...( `◟ 、)yeah...( `◟ 、)yeah...( `◟ 、)yeah...( `◟ 、)yeah...( `◟ 、)yeah...✌( `◟ 、),0,1,0.115814924
This kid. ❤ http://t.co/7g5z0hR90p,0,2,0.06235983
😂 can't even get water http://t.co/m7Xx2T8w4h,0,0,0.25282165
Now playing Drunken Chicken - - Track-4 on http://t.co/t2fOOpLO3H,0,1,0.3154456
@SmokeAlot15 yup. When you coming down here?.,0,1,0.05069074
Will Yahoo use Alibaba cash to buy AOL?,0,1,0.13998535
"@Rising_Fire11 ""Well, you've got enough time. You can go out."" He chuckled.",0,2,0.06218875
RT @JacobWhitesides: Start your own hashtag for where you live #jacobcometo(city/country) 🌍🌎🌏,0,1,0.03951394
"Hi Luke from 5SOS ☺ Can you follow me?  Please,this is my dream. You are perfect 💖   I love you sunshine ☀  @Luke5SOS  x5034",0,2,0.020896768
The changing of the seasons... #teamnls #summer #fall #seasons #postseason #redoctober #angelsbaseball #technology,0,1,0.06865546
@Jhoon_H so its possible!!!! lol some  of use text via twitter bra,0,2,0.23535214
@nadiango So... You'r alone ? :'(,0,0,0.07577011
My screen cracked all through my front cam😒,0,0,0.36990404
RT @DaniCallux: See awesome #GTAV pics taken by my friend on instagram. Check him out @ gtafiveonline. #GTAOnline #RockstarGames http://t.c…,0,2,0.043815468
Gotham first episode. Underwhelmed.,0,0,0.14676754
@niven_sam happy birthday princess😉👑💗💗💜,0,2,0.03250352
RT @enjoykingsheath: @andydhare @CafeVegOut  ohhh that looks delicious!,0,2,0.105579875
"RT @TonyEdenden: Leicester Races, 1988.  @filmdevelop  @RacingPost @BH_AEberhardt http://t.co/uH21eDLbWL",0,1,0.056147847
@ish_warlord 😔I was going to do v's clothes too but I think I'll just give him all the other hangers ! I got rid of the wire hangers,0,1,0.11417936
"@jamesmccarthy2 Hi James, have you tried different wireless channels? http://t.co/T5jjWGTuaz Cheers, Em",0,1,0.029850576
Only room for improvement. - Exclusive,0,2,0.06192034
RT @Edytaxoxo: Hate when you think so highly of someone and they prove you wrong. Smhhh,0,0,0.3059215
@Johncoleman_4 like I really love him lol,0,2,0.09829288
Me at Baja in the Union! @OKStateProbs @18OKSTATE http://t.co/uYvLwhUFR2,0,1,0.060955334
"RT @flexingonhoes: we aren't friends, we just know each other",0,1,0.065871954
@caoyuanyan what about same-origin?,0,1,0.073498115
"Wat abt cubits lol ""@HanDsOmeFaLly: @damorela92 haaa.. Pele, forgot to.. HBD in (((areas))).""",0,1,0.17044535
"@ArianaGrande love u love u and still love you even more, you r perfect ❤️❤️❤️❤️",0,2,0.021987308
"RT @rsitsme: Garganey from TYF hide @rspbconwy this am but went out of view right of boardwalk screen. Greenshank, lots of snipe, 6+ Little…",0,1,0.08084011
"@aimcourses @LakeDistrictPR Very interesting, thanks for the link :)",0,2,0.02951729
"RT: Sometimes, the best way to not get your heart broken is to act like you don’t have one.",0,1,0.14908479
*shrugs* I don't though ohh well finna try and sleep now ✌👋,0,1,0.18368205
@jasonrondero happy birthday! 🎉,0,2,0.037301768
"When I turned 22, my life has seriously been nothing less than fantastic 😊",0,2,0.067849755
Crews work to clear debris from Shasta mudslide - The Sacramento Bee http://t.co/oJ8llRGl79,0,1,0.13129088
@MadisonForr actually came to see me😍😍,0,2,0.023171918
#MarkHenry in #RedWhtieAndBlue out here to say He is sorry this should get good he is really selling that he is out of it #RAW Shout up #JBL,0,1,0.098075904
@n0rmsss always killin it. It's Flex Washington,0,2,0.2065091
RT @seth_norm: ATTENTION! This is not a drill. Tomorrow is the funeral of my car Bernice. Please pay respect to her. More info will be twee…,0,1,0.10048954
@katestratton3 @itsbygracealone Pray for God to break bondages.,0,1,0.07483272
Happy bday @bettttyclair 💙💙💙🎉,0,2,0.03535554
"RT @NaeDawgg_: @Young__Laflare yeahh✊ , its ahh lot😭",0,1,0.08841054
Outback Steakhouse sounds amazing for dinner right now.,0,2,0.17920162
That's why I stick to my babs,0,1,0.18179949
@PrinceRoyce what you think about this emoji--> 👹 👀lml ?!?!?,0,1,0.07614627
RT @abbiedube: @Missa37 ayyy about a week ago,0,1,0.05286483
"He never stood a chance #shadows I just ran 5.82 km @ a 6'01""/km pace with Nike+. http://t.co/RXdC5O83kS #nikeplus http://t.co/EBSuGnWwcz",0,1,0.06390191
I like how the Hot Topic coupon has a girl wearing an MCR shirt. Bc that's what people look for when they go there http://t.co/2aVCkC5h6b,0,2,0.1306109
"Police monitoring school bus zones this Sept., noticing people running the bus' red lights #cbcns http://t.co/ggP0mOK48D",0,1,0.10334834
Earl Sweatshirt featuring Vince Staples & Casey Veggies - Hive http://t.co/exW49bgYaj and Brenda just stay preganent,0,1,0.11147908
RT @Trill_Life214: If you got a person that feel like they won the lottery by getting you Keep em I bet you anything theyll give you the be…,0,1,0.18005623
"“@collegefession: ""Sometimes it gets so bad you just have to write ""sorry"" at the bottom of your math test."" - Auburn Universty”",0,0,0.14746916
Baby really got me in a good mood still,0,2,0.15670712
I really like Latta! Always have! Love to see him in DC,0,2,0.043478623
@Mrvl_Amora I knowww lol me too... his face make me laugh... like ever LOL,0,2,0.1590987
RT @__highoffpretty: I really want to move to ATL i say that alot. #OneDay,0,2,0.060456503
No matter what ill have his back forever,0,2,0.069201946
"RT @muchBEAUTY_: RT""@___vasyy: Must be nice 😥😩😍 http://t.co/BTsSLVn3MZ"" Wish I had someone to do this 👀",0,2,0.061138187
Forever sneak dissing 👐,0,1,0.34359172
RT @NeeneeK_: My momma told me not to question god just let em work 😕👐🙏,0,1,0.059808943
"“@_SheAintHer: sometimes it's good to cry, instead of holding everything inside and having evil thoughts.😶”",0,1,0.16914006
They got my home room wrong 😩 http://t.co/cWIelrrGJ7,0,0,0.25844756
@JAE_MILLZ Can u plz help us get our daughter to LA for the IMTA competion. Plz donate http://t.co/CF9F2QYvgr http://t.co/KPLAJRXinO,0,1,0.03890439
"“We will never know the real answer, before you try.” @RynChiBi",0,1,0.06305858
"I feel that Snapchat is for people with friends, which means I have no connection to it",0,0,0.23045735
RT @SaraLindberggg There is a merch table shirts are around $35!,0,1,0.03699477
@starinthegutter right I got ya... When we had assignments the considered those keys too so I just wondered,0,1,0.06872049
RT @VMakolli: Why Tf is everyone fighting over this AGAIN we're all one school and one big family Smh,0,0,0.3527193
completed his food and exercise diary for 9/22/2014 and was under his calorie goal #myfitnesspal,0,2,0.075239845
“@jaredgivens_4: My girlfriend is so beautiful 😍😍😍@kesler_23” ☺️,0,2,0.03689622
@CullenBrofratrk well this isn't fair. You wouldn't ever say no to Mila Kunis!,0,0,0.08061312
End of 2. Hawks up 5-0,0,1,0.14168453
"DYNAMIC, CREATIVE TALENT SEEKING CAREER  https://t.co/wFqUIUwGii",0,1,0.08232912
RT @AshtonBard: I'm done fighting to keep people in my life that couldn't care less if they were in it or not anyway,0,0,0.085529484
RT @PJHawkinson: Thanks for the fav @CatAMenz,0,2,0.030146625
"RT @CloydRivers: ISIS has won the coin toss and they have elected to receive. Here comes the red, white and boom. Merica.",0,1,0.10156343
Greek life is getting hit hard this semester,0,0,0.33338076
when you're not lonely anymore >>>>>>>>>> x5,0,1,0.118727736
"RT @MLBFanCave: In honor of his performance tonight, here's @JoeyBats19 crushing balls at the driving range. https://t.co/kazZTf8d72",0,2,0.17182101
RT @khvlen: Every girl loves to be hugged like this.. http://t.co/kcjO2Yatvo,0,2,0.08071646
@BoricuaXD it's amazing book like it's my favorite as of now 😭😭😭,0,2,0.027555048
“@AnnSilski: Officially fall 🍂🍃🍂 😁”,0,2,0.044232886
"There is a 'smart' phone that makes you smarter, more productive and saves your time http://t.co/OvBIV4b9f0 #design",0,2,0.068568334
Lots of things are changing back home. I feel out of the loop lol,0,0,0.11112656
@makaylahayes3 @rgruver16 hey guys I've had mine off since April 😏,0,1,0.049217314
RT @DominiqueDaDiva: 😩 wait wtf does that say EXERAY?,0,1,0.32473883
"RT @NHLBlackhawks: And now, a phrase you will be hearing *lots* in 2014-15: Jonathan Toews with the goal! #TCF2014",0,1,0.050674453
RT @taylorcaniff: RT if you would go if we all got back together...,0,1,0.034628388
RT @WVUStudents: Fall greetings from Georgetown 4C with the third year roomies @natealderson @trav_king (that's a festive fall leaf) http:/…,0,2,0.039857183
So happy my best friend called me . I missed him,0,2,0.06812482
RT @NBCNews: Alaska reporter drops on-air F-bomb to announce she's quitting to focus on legalizing pot http://t.co/YqGs7M5dpZ http://t.co/R…,0,1,0.29284847
Deleting this acct because I forgot my password. 😒 follow my new one @amystasny,0,0,0.16152133
"""Am I wasting my time, come closer, can you tell me, 'cause people keep telling me, keep telling me, people tell me you're a lost soul""",0,0,0.27952367
RT @Michael5SOS: Why is cinnamon chewing gum a thing? Just make it watermelon plz,0,1,0.13216116
I dont feel good 😔,0,0,0.20530435
RT @_KamilaMaria: When the taxi arrives and you haven't finished your drink yet http://t.co/dUJa0735oQ,0,1,0.09073995
"Did Teiarra tattoo say ""X ray""? 😳",0,1,0.102980964
RT @SidneyLynnRay: Got my hurr cut http://t.co/Yx7qez8OaW,0,1,0.109708704
@BBCNewsWorld Always At War. Getting A Bore.,0,0,0.1999535
@BlackPearlMoi @Gabriellesse @sheshehard This parody was written by @Alatenumo It is so dam true.  https://t.co/b5TRHqFGBU,0,1,0.26279974
RT @Brooklyn_North: This Saturday Chuchill Park Hamilton races start 10 am 1/2/3k lets build some toilets http://t.co/xCBcKkVB17 http://t.c…,0,1,0.21736997
@LunaCKitsuen so I guess every night before you go to sleep you thank God for being an angel 👼,0,2,0.07210624
RT @sabedor1a: Your name is on my lips,0,1,0.08190211
Inching our way toward opening!!! Let's hope all of the fears are laid to rest and all of the community... http://t.co/2pCT9WXBdk,0,2,0.05691613
My MCM you guys 😍😎💙 #myboy http://t.co/Gcydzncqz1,0,2,0.029920777
@xaviercrump when are you coming again nig nog,0,1,0.139074
RT @Jmelendez1: Yeaaaa buddy #nyjets #tailgate #football #americababy! http://t.co/VUodD8mr3O,0,2,0.0849524
"RT @Males_Thoughts: All these nudes leaking, but the Krabby Patty formula is still safe",0,1,0.36683246
@NezrohOGK kinda harsh don't you think,0,0,0.23332044
RT @MarshaAmbrosius: “@JoeBudden: That @MarshaAmbrosius “So Good” is still getting it done over here.” You're welcome ❤️,0,2,0.02406629
@Basedddddd I was till they let my boy go,0,1,0.12343386
@saturrrday Yeah mine does that too. I'm so done with this 👿,0,0,0.120378286
culture should be treated with the same respect as religion.,0,1,0.20162347
RT @awkwardposts: Me waiting for this school year to be over http://t.co/4z0sfmF5co,0,1,0.06828924
"They say time is money, but really it's not. If we ever go broke girl, then time is all we got",0,1,0.2671057
@samsmithworld your voice is out of this world! amazing itunes festival performance!,0,2,0.046383187
"I'm also bout it, so.",0,1,0.23516558
RT @lopezl1620: I just registered to vote in less than 5 minutes -- make sure you do too! #CelebrateNVRD https://t.co/8jVLJbxV0V,0,2,0.03158181
"“@BrockLesnarGuy: And after 2 long months I'll be attending #Raw and #Smackdown next week! Get ready, Chicago and Milwaukee!” See u soon !",0,2,0.052424
"@PRETTYAKILA Naw I'm missing to many days , you going?",0,0,0.09948998
RT @addburl: grace is almost as cool as penguins. 😘 http://t.co/KpQpM80owJ,0,2,0.08156066
My mama is about be a grandma👵 guys! 😂😂😂 35 year old grandma! 4 more months to go😩😥👶,0,1,0.25284043
I just commented on my own instagram picture,0,1,0.19385241
